,Code,article,Name
1128,edu,3609.0,USA
1129,edu,3628.0,USA
1130,edu,3628.0,USA
1131,edu,3628.0,USA
1132,edu,3642.0,USA
1133,edu,3643.0,USA
1134,edu,3643.0,USA
1135,edu,3646.0,USA
1136,edu,3646.0,USA
1137,edu,3646.0,USA
1138,edu,3646.0,USA
1139,edu,3646.0,USA
1140,edu,3649.0,USA
1141,edu,3660.0,USA
1142,edu,3664.0,USA
1143,edu,3664.0,USA
1144,edu,3664.0,USA
1145,edu,3664.0,USA
1146,edu,3664.0,USA
1147,edu,3664.0,USA
1148,edu,3666.0,USA
1149,edu,3668.0,USA
1150,edu,3668.0,USA
1151,edu,3670.0,USA
1152,edu,3673.0,USA
1153,edu,3673.0,USA
1154,edu,3675.0,USA
1155,edu,3675.0,USA
1156,edu,3677.0,USA
1157,edu,3677.0,USA
1158,edu,3683.0,USA
1159,edu,3683.0,USA
1160,edu,3694.0,USA
1161,edu,3694.0,USA
1162,edu,3695.0,USA
1163,edu,3695.0,USA
1164,edu,3695.0,USA
1165,edu,3703.0,USA
1166,edu,3703.0,USA
1167,edu,3708.0,USA
1168,edu,3709.0,USA
1169,edu,3712.0,USA
1170,edu,3712.0,USA
1171,edu,3716.0,USA
1172,edu,3716.0,USA
1173,edu,3716.0,USA
1174,edu,3722.0,USA
1175,edu,3741.0,USA
1176,edu,3741.0,USA
1177,edu,3741.0,USA
1178,edu,3747.0,USA
1179,edu,3747.0,USA
1180,edu,3755.0,USA
1181,edu,3755.0,USA
1182,edu,3758.0,USA
1183,edu,3765.0,USA
1184,edu,3765.0,USA
1185,edu,3770.0,USA
1186,edu,3799.0,USA
1187,edu,3799.0,USA
1188,edu,3802.0,USA
1189,edu,3808.0,USA
1190,edu,3825.0,USA
1191,edu,3825.0,USA
1192,edu,3825.0,USA
1193,edu,3832.0,USA
1194,edu,3832.0,USA
1195,edu,3842.0,USA
1196,edu,3842.0,USA
1197,edu,3844.0,USA
1198,edu,3845.0,USA
1199,edu,3845.0,USA
1200,edu,3847.0,USA
1201,edu,3893.0,USA
1202,edu,3896.0,USA
1203,edu,3896.0,USA
1204,edu,3896.0,USA
1205,edu,3906.0,USA
1206,edu,3906.0,USA
1207,edu,3925.0,USA
1208,edu,3983.0,USA
1209,edu,4023.0,USA
1210,edu,4023.0,USA
1211,edu,4023.0,USA
1212,edu,4023.0,USA
1213,edu,4039.0,USA
1214,edu,4053.0,USA
1215,edu,4055.0,USA
1216,edu,4058.0,USA
1217,edu,4060.0,USA
1218,edu,4073.0,USA
1219,edu,4076.0,USA
1220,edu,4081.0,USA
1221,edu,4081.0,USA
1222,edu,4089.0,USA
1223,edu,4096.0,USA
1224,edu,4103.0,USA
1225,edu,4106.0,USA
1226,edu,4106.0,USA
1227,edu,4118.0,USA
1228,edu,4123.0,USA
1229,edu,4123.0,USA
1230,edu,4123.0,USA
1231,edu,4127.0,USA
1232,edu,4175.0,USA
1233,edu,4204.0,USA
1234,edu,4220.0,USA
1235,edu,4222.0,USA
1236,edu,4247.0,USA
1237,edu,4247.0,USA
1238,edu,4247.0,USA
1239,edu,4248.0,USA
1240,edu,4251.0,USA
1241,edu,4260.0,USA
1242,edu,4260.0,USA
1243,edu,4266.0,USA
1244,edu,4266.0,USA
1245,edu,4292.0,USA
1246,edu,4297.0,USA
1247,edu,4302.0,USA
1248,edu,4307.0,USA
1249,edu,4315.0,USA
1250,edu,4335.0,USA
1251,edu,4335.0,USA
1252,edu,4353.0,USA
1253,edu,4366.0,USA
1254,edu,4369.0,USA
1255,edu,4369.0,USA
1256,edu,4372.0,USA
1257,edu,4372.0,USA
1258,edu,4373.0,USA
1259,edu,4381.0,USA
1260,edu,4381.0,USA
1261,edu,4386.0,USA
1262,edu,4391.0,USA
1263,edu,4395.0,USA
1264,edu,4399.0,USA
1265,edu,4399.0,USA
1266,edu,4402.0,USA
1267,edu,4409.0,USA
1268,edu,4409.0,USA
1269,edu,4414.0,USA
1270,edu,4497.0,USA
1271,edu,4497.0,USA
1272,edu,4497.0,USA
1273,edu,4499.0,USA
1274,edu,4500.0,USA
1275,edu,4516.0,USA
1276,edu,4516.0,USA
1277,edu,4516.0,USA
1278,edu,4550.0,USA
1279,edu,4597.0,USA
1280,edu,4611.0,USA
1281,edu,4611.0,USA
1282,edu,4618.0,USA
1283,edu,4619.0,USA
1284,edu,4620.0,USA
1285,edu,4621.0,USA
1286,edu,4627.0,USA
1287,edu,4652.0,USA
1288,edu,4672.0,USA
1289,edu,4696.0,USA
1290,edu,4697.0,USA
1291,edu,4705.0,USA
1292,edu,4705.0,USA
1293,edu,4732.0,USA
1294,edu,4738.0,USA
1295,edu,4738.0,USA
1296,edu,4742.0,USA
1297,edu,4751.0,USA
1298,edu,4813.0,USA
1299,edu,4813.0,USA
1300,edu,4814.0,USA
1301,edu,4834.0,USA
1302,edu,4834.0,USA
1303,edu,4837.0,USA
1304,edu,4842.0,USA
1305,edu,4842.0,USA
1306,edu,4844.0,USA
1307,edu,4853.0,USA
1308,edu,4866.0,USA
1309,edu,4871.0,USA
1310,edu,4871.0,USA
1311,edu,4873.0,USA
1312,edu,4873.0,USA
1313,edu,4874.0,USA
1314,edu,4874.0,USA
1315,edu,4874.0,USA
1316,edu,4874.0,USA
1317,edu,4877.0,USA
1318,edu,4877.0,USA
1319,edu,4878.0,USA
1320,edu,4884.0,USA
1321,edu,4884.0,USA
1322,edu,4884.0,USA
1323,edu,4891.0,USA
1324,edu,4899.0,USA
1325,edu,4899.0,USA
1326,edu,4920.0,USA
1327,edu,4929.0,USA
1328,edu,4932.0,USA
1329,edu,4979.0,USA
1330,edu,4997.0,USA
1331,edu,5001.0,USA
1332,edu,5038.0,USA
1333,edu,5042.0,USA
1334,edu,5053.0,USA
1335,edu,5055.0,USA
1336,edu,5055.0,USA
1337,edu,5058.0,USA
1338,edu,5073.0,USA
1339,edu,5082.0,USA
1340,edu,5109.0,USA
1341,edu,5109.0,USA
1342,edu,5110.0,USA
1343,edu,5125.0,USA
1344,edu,5127.0,USA
1345,edu,5176.0,USA
1346,edu,5177.0,USA
1347,edu,5181.0,USA
1348,edu,5182.0,USA
1349,edu,5182.0,USA
1350,edu,5192.0,USA
1351,edu,5209.0,USA
1352,edu,5212.0,USA
1353,edu,5216.0,USA
1354,edu,5217.0,USA
1355,edu,5217.0,USA
1356,edu,5217.0,USA
1357,edu,5247.0,USA
1358,edu,5247.0,USA
1359,edu,5257.0,USA
1360,edu,5258.0,USA
1361,edu,5275.0,USA
1362,edu,5278.0,USA
1363,edu,5288.0,USA
1364,edu,5297.0,USA
1365,edu,5298.0,USA
1366,edu,5305.0,USA
1367,edu,5309.0,USA
1368,edu,5310.0,USA
1369,edu,5311.0,USA
1370,edu,5314.0,USA
1371,edu,5322.0,USA
1372,edu,5347.0,USA
1373,edu,5355.0,USA
1374,edu,5355.0,USA
1375,edu,5358.0,USA
1376,edu,5364.0,USA
1377,edu,5382.0,USA
1378,edu,5383.0,USA
1379,edu,5392.0,USA
1380,edu,5404.0,USA
1381,edu,5410.0,USA
1382,edu,5412.0,USA
1383,edu,5416.0,USA
1384,edu,5416.0,USA
1385,edu,5423.0,USA
1386,edu,5429.0,USA
1387,edu,5430.0,USA
1388,edu,5436.0,USA
1389,edu,5436.0,USA
1390,edu,5448.0,USA
1391,edu,5449.0,USA
1392,edu,5484.0,USA
1393,edu,5489.0,USA
1394,edu,5489.0,USA
1395,edu,5520.0,USA
1396,edu,5557.0,USA
1397,edu,5599.0,USA
1398,edu,5599.0,USA
1399,edu,5599.0,USA
1400,edu,5645.0,USA
1401,edu,5645.0,USA
1402,edu,5656.0,USA
1403,edu,5658.0,USA
1404,edu,5662.0,USA
1405,edu,5674.0,USA
1406,edu,5674.0,USA
1407,edu,5692.0,USA
1408,edu,5692.0,USA
1409,edu,5694.0,USA
1410,edu,5700.0,USA
1411,edu,5710.0,USA
1412,edu,5725.0,USA
1413,edu,5726.0,USA
1414,edu,5726.0,USA
1415,edu,5726.0,USA
1416,edu,5739.0,USA
1417,edu,5745.0,USA
1418,edu,5747.0,USA
1419,edu,5803.0,USA
1420,edu,5827.0,USA
1421,edu,5828.0,USA
1422,edu,5832.0,USA
1423,edu,5832.0,USA
1424,edu,5840.0,USA
1425,edu,5840.0,USA
1426,edu,5840.0,USA
1427,edu,5840.0,USA
1428,edu,5840.0,USA
1429,edu,5848.0,USA
1430,edu,5858.0,USA
1431,edu,5858.0,USA
1432,edu,5867.0,USA
1433,edu,5870.0,USA
1434,edu,5884.0,USA
1435,edu,5897.0,USA
1436,edu,5897.0,USA
1437,edu,5897.0,USA
1438,edu,5923.0,USA
1439,edu,5925.0,USA
1440,edu,5926.0,USA
1441,edu,5926.0,USA
1442,edu,5927.0,USA
1443,edu,5927.0,USA
1444,edu,5936.0,USA
1445,edu,5936.0,USA
1446,edu,5936.0,USA
1447,edu,5947.0,USA
1448,edu,5947.0,USA
1449,edu,5949.0,USA
1450,edu,5976.0,USA
1451,edu,5976.0,USA
1452,edu,5978.0,USA
1453,edu,5983.0,USA
1454,edu,5983.0,USA
1455,edu,5983.0,USA
1456,edu,6013.0,USA
1457,edu,6016.0,USA
1458,edu,6016.0,USA
1459,edu,6016.0,USA
1460,edu,6022.0,USA
1461,edu,6022.0,USA
1462,edu,6034.0,USA
1463,edu,6034.0,USA
1464,edu,6060.0,USA
1465,edu,6083.0,USA
1466,edu,6083.0,USA
1467,edu,6084.0,USA
1468,edu,6086.0,USA
1469,edu,6118.0,USA
1470,edu,6123.0,USA
1471,edu,6131.0,USA
1472,edu,6132.0,USA
1473,edu,6132.0,USA
1474,edu,6132.0,USA
1475,edu,6136.0,USA
1476,edu,6136.0,USA
1477,edu,6168.0,USA
1478,edu,6168.0,USA
1479,edu,6170.0,USA
1480,edu,6172.0,USA
1481,edu,6172.0,USA
1482,edu,6193.0,USA
1483,edu,6193.0,USA
1484,edu,6205.0,USA
1485,edu,6206.0,USA
1486,edu,6206.0,USA
1487,edu,6217.0,USA
1488,edu,6217.0,USA
1489,edu,6272.0,USA
1490,edu,6278.0,USA
1491,edu,6279.0,USA
1492,edu,6299.0,USA
1493,edu,6301.0,USA
1494,edu,6316.0,USA
1495,edu,6344.0,USA
1496,edu,6344.0,USA
1497,edu,6344.0,USA
1498,edu,6344.0,USA
1499,edu,6350.0,USA
1500,edu,6360.0,USA
1501,edu,6366.0,USA
1502,edu,6366.0,USA
1503,edu,6367.0,USA
1504,edu,6367.0,USA
1505,edu,6372.0,USA
1506,edu,6375.0,USA
1507,edu,6382.0,USA
1508,edu,6383.0,USA
1509,edu,6383.0,USA
1510,edu,6387.0,USA
1511,edu,6387.0,USA
1512,edu,6388.0,USA
1513,edu,6388.0,USA
1514,edu,6400.0,USA
1515,edu,6407.0,USA
1516,edu,6407.0,USA
1517,edu,6452.0,USA
1518,edu,6464.0,USA
1519,edu,6509.0,USA
1520,edu,6509.0,USA
1521,edu,6533.0,USA
1522,edu,6549.0,USA
1523,edu,6554.0,USA
1524,edu,6567.0,USA
1525,edu,6617.0,USA
1526,edu,6619.0,USA
1527,edu,6666.0,USA
1528,edu,6669.0,USA
1529,edu,6671.0,USA
1530,edu,6671.0,USA
1531,edu,6672.0,USA
1532,edu,6678.0,USA
1533,edu,6689.0,USA
1534,edu,6689.0,USA
1535,edu,6763.0,USA
1536,edu,6763.0,USA
1537,edu,6765.0,USA
1538,edu,6768.0,USA
1539,edu,6768.0,USA
1540,edu,6779.0,USA
1541,edu,6803.0,USA
1542,edu,6810.0,USA
1543,edu,6829.0,USA
1544,edu,6840.0,USA
1545,edu,6908.0,USA
1546,edu,6911.0,USA
1547,edu,6915.0,USA
1548,edu,6915.0,USA
1549,edu,6931.0,USA
1550,edu,6936.0,USA
1551,edu,6937.0,USA
1552,edu,6938.0,USA
1553,edu,6938.0,USA
1554,edu,6939.0,USA
1555,edu,6939.0,USA
1556,edu,6956.0,USA
1557,edu,6956.0,USA
1558,edu,6959.0,USA
1559,edu,6959.0,USA
1560,edu,6959.0,USA
1561,edu,6965.0,USA
1562,edu,6965.0,USA
1563,edu,6997.0,USA
1564,edu,7002.0,USA
1565,edu,7023.0,USA
1566,edu,7024.0,USA
1567,edu,7024.0,USA
1568,edu,7024.0,USA
1569,edu,7024.0,USA
1570,edu,7024.0,USA
1571,edu,7024.0,USA
1572,edu,7029.0,USA
1573,edu,7031.0,USA
1574,edu,7066.0,USA
1575,edu,7066.0,USA
1576,edu,7066.0,USA
1577,edu,7079.0,USA
1578,edu,7093.0,USA
1579,edu,7146.0,USA
1580,edu,7146.0,USA
1581,edu,7196.0,USA
1582,edu,7196.0,USA
1583,edu,7196.0,USA
1584,edu,7220.0,USA
1585,edu,7238.0,USA
1586,edu,7248.0,USA
1587,edu,7249.0,USA
1588,edu,7287.0,USA
1589,edu,7362.0,USA
1590,edu,7377.0,USA
1591,edu,7387.0,USA
1592,edu,7387.0,USA
1593,edu,7387.0,USA
1594,edu,7389.0,USA
1595,edu,7392.0,USA
1596,edu,7392.0,USA
1597,edu,7392.0,USA
1598,edu,7404.0,USA
1599,edu,7404.0,USA
1600,edu,7408.0,USA
1601,edu,7408.0,USA
1602,edu,7408.0,USA
1603,edu,7410.0,USA
1604,edu,7422.0,USA
1605,edu,7422.0,USA
1606,edu,7439.0,USA
1607,edu,7439.0,USA
1608,edu,7456.0,USA
1609,edu,7477.0,USA
1610,edu,7477.0,USA
1611,edu,7477.0,USA
1612,edu,7477.0,USA
1613,edu,7477.0,USA
1614,edu,7477.0,USA
1615,edu,7477.0,USA
1616,edu,7477.0,USA
1617,edu,7487.0,USA
1618,edu,7487.0,USA
1619,edu,7487.0,USA
1620,edu,7487.0,USA
1621,edu,7487.0,USA
1622,edu,7487.0,USA
1623,edu,7487.0,USA
1624,edu,7514.0,USA
1625,edu,7529.0,USA
1626,edu,7529.0,USA
1627,edu,7530.0,USA
1628,edu,7531.0,USA
1629,edu,7557.0,USA
1630,edu,7557.0,USA
1631,edu,7557.0,USA
1632,edu,7564.0,USA
1633,edu,7564.0,USA
1634,edu,7564.0,USA
1635,edu,7568.0,USA
1636,edu,7572.0,USA
1637,edu,7583.0,USA
1638,edu,7596.0,USA
1639,edu,7597.0,USA
1640,edu,7601.0,USA
1641,edu,7603.0,USA
1642,edu,7605.0,USA
1643,edu,7612.0,USA
1644,edu,7613.0,USA
1645,edu,7613.0,USA
1646,edu,7613.0,USA
1647,edu,7613.0,USA
1648,edu,7618.0,USA
1649,edu,7623.0,USA
1650,edu,7623.0,USA
1651,edu,7635.0,USA
1652,edu,7642.0,USA
1653,edu,7642.0,USA
1654,edu,7663.0,USA
1655,edu,7663.0,USA
1656,edu,7663.0,USA
1657,edu,7672.0,USA
1658,edu,7673.0,USA
1659,edu,7674.0,USA
1660,edu,7680.0,USA
1661,edu,7682.0,USA
1662,edu,7682.0,USA
1663,edu,7683.0,USA
1664,edu,7691.0,USA
1665,edu,7691.0,USA
1666,edu,7691.0,USA
1667,edu,7691.0,USA
1668,edu,7691.0,USA
1669,edu,7714.0,USA
1670,edu,7715.0,USA
1671,edu,7721.0,USA
1672,edu,7721.0,USA
1673,edu,7721.0,USA
1674,edu,7721.0,USA
1675,edu,7721.0,USA
1676,edu,7723.0,USA
1677,edu,7730.0,USA
1678,edu,7736.0,USA
1679,edu,7736.0,USA
1680,edu,7745.0,USA
1681,edu,7746.0,USA
1682,edu,7747.0,USA
1683,edu,7754.0,USA
1684,edu,7772.0,USA
1685,edu,7778.0,USA
1686,edu,7778.0,USA
1687,edu,7778.0,USA
1688,edu,7778.0,USA
1689,edu,7807.0,USA
1690,edu,7807.0,USA
1691,edu,7813.0,USA
1692,edu,7816.0,USA
1693,edu,7860.0,USA
1694,edu,7892.0,USA
1695,edu,7916.0,USA
1696,edu,7917.0,USA
1697,edu,7917.0,USA
1698,edu,7963.0,USA
1699,edu,7977.0,USA
1700,edu,7977.0,USA
1701,edu,7978.0,USA
1702,edu,8023.0,USA
1703,edu,8035.0,USA
1704,edu,8036.0,USA
1705,edu,8036.0,USA
1706,edu,8039.0,USA
1707,edu,8041.0,USA
1708,edu,8053.0,USA
1709,edu,8070.0,USA
1710,edu,8086.0,USA
1711,edu,8089.0,USA
1712,edu,8090.0,USA
1713,edu,8090.0,USA
1714,edu,8092.0,USA
1715,edu,8092.0,USA
1716,edu,8102.0,USA
1717,edu,8106.0,USA
1718,edu,8109.0,USA
1719,edu,8110.0,USA
1720,edu,8115.0,USA
1721,edu,8115.0,USA
1722,edu,8115.0,USA
1723,edu,8115.0,USA
1724,edu,8117.0,USA
1725,edu,8117.0,USA
1726,edu,8127.0,USA
1727,edu,8127.0,USA
1728,edu,8127.0,USA
1729,edu,8129.0,USA
1730,edu,8129.0,USA
1731,edu,8131.0,USA
1732,edu,8131.0,USA
1733,edu,8131.0,USA
1734,edu,8132.0,USA
1735,edu,8132.0,USA
1736,edu,8133.0,USA
1737,edu,8133.0,USA
1738,edu,8159.0,USA
1739,edu,8177.0,USA
1740,edu,8177.0,USA
1741,edu,8191.0,USA
1742,edu,8191.0,USA
1743,edu,8191.0,USA
1744,edu,8199.0,USA
1745,edu,8199.0,USA
1746,edu,8212.0,USA
1747,edu,8212.0,USA
1748,edu,8244.0,USA
1749,edu,8261.0,USA
1750,edu,8290.0,USA
1751,edu,8300.0,USA
1752,edu,8300.0,USA
1753,edu,8300.0,USA
1754,edu,8300.0,USA
1755,edu,8326.0,USA
1756,edu,8349.0,USA
1757,edu,8354.0,USA
1758,edu,8355.0,USA
1759,edu,8355.0,USA
1760,edu,8357.0,USA
1761,edu,8372.0,USA
1762,edu,8386.0,USA
1763,edu,8386.0,USA
1764,edu,8386.0,USA
1765,edu,8386.0,USA
1766,edu,8424.0,USA
1767,edu,8424.0,USA
1768,edu,8424.0,USA
1769,edu,8432.0,USA
1770,edu,8432.0,USA
1771,edu,8460.0,USA
1772,edu,8461.0,USA
1773,edu,8461.0,USA
1774,edu,8467.0,USA
1775,edu,8467.0,USA
1776,edu,8472.0,USA
1777,edu,8472.0,USA
1778,edu,8485.0,USA
1779,edu,8493.0,USA
1780,edu,8499.0,USA
1781,edu,8499.0,USA
1782,edu,8501.0,USA
1783,edu,8509.0,USA
1784,edu,8509.0,USA
1785,edu,8524.0,USA
1786,edu,8526.0,USA
1787,edu,8528.0,USA
1788,edu,8545.0,USA
1789,edu,8547.0,USA
1790,edu,8548.0,USA
1791,edu,8548.0,USA
1792,edu,8550.0,USA
1793,edu,8551.0,USA
1794,edu,8553.0,USA
1795,edu,8556.0,USA
1796,edu,8556.0,USA
1797,edu,8567.0,USA
1798,edu,8569.0,USA
1799,edu,8569.0,USA
1800,edu,8580.0,USA
1801,edu,8581.0,USA
1802,edu,8585.0,USA
1803,edu,8585.0,USA
1804,edu,8586.0,USA
1805,edu,8589.0,USA
1806,edu,8596.0,USA
1807,edu,8609.0,USA
1808,edu,8611.0,USA
1809,edu,8611.0,USA
1810,edu,8613.0,USA
1811,edu,8613.0,USA
1812,edu,8616.0,USA
1813,edu,8621.0,USA
1814,edu,8637.0,USA
1815,edu,8643.0,USA
1816,edu,8643.0,USA
1817,edu,8644.0,USA
1818,edu,8650.0,USA
1819,edu,8655.0,USA
1820,edu,8655.0,USA
1821,edu,8662.0,USA
1822,edu,8662.0,USA
1823,edu,8662.0,USA
1824,edu,8672.0,USA
1825,edu,8704.0,USA
1826,edu,8711.0,USA
1827,edu,8712.0,USA
1828,edu,8716.0,USA
1829,edu,8716.0,USA
1830,edu,8716.0,USA
1831,edu,8724.0,USA
1832,edu,8724.0,USA
1833,edu,8724.0,USA
1834,edu,8743.0,USA
1835,edu,8743.0,USA
1836,edu,8743.0,USA
1837,edu,8746.0,USA
1838,edu,8746.0,USA
1839,edu,8748.0,USA
1840,edu,8748.0,USA
1841,edu,8748.0,USA
1842,edu,8769.0,USA
1843,edu,8799.0,USA
1844,edu,8809.0,USA
1845,edu,8939.0,USA
1846,edu,8951.0,USA
1847,edu,8978.0,USA
1848,edu,8988.0,USA
1849,edu,8988.0,USA
1850,edu,8988.0,USA
1851,edu,8988.0,USA
1852,edu,8988.0,USA
1853,edu,8988.0,USA
1854,edu,9002.0,USA
1855,edu,9013.0,USA
1856,edu,9019.0,USA
1857,edu,9019.0,USA
1858,edu,9027.0,USA
1859,edu,9028.0,USA
1860,edu,9028.0,USA
1861,edu,9028.0,USA
1862,edu,9045.0,USA
1863,edu,9053.0,USA
1864,edu,9074.0,USA
1865,edu,9114.0,USA
1866,edu,9128.0,USA
1867,edu,9130.0,USA
1868,edu,9130.0,USA
1869,edu,9137.0,USA
1870,edu,9146.0,USA
1871,edu,9146.0,USA
1872,edu,9149.0,USA
1873,edu,9151.0,USA
1874,edu,9151.0,USA
1875,edu,9163.0,USA
1876,edu,9168.0,USA
1877,edu,9172.0,USA
1878,edu,9178.0,USA
1879,edu,9210.0,USA
1880,edu,9210.0,USA
1881,edu,9217.0,USA
1882,edu,9220.0,USA
1883,edu,9222.0,USA
1884,edu,9243.0,USA
1885,edu,9249.0,USA
1886,edu,9264.0,USA
1887,edu,9278.0,USA
1888,edu,9279.0,USA
1889,edu,9294.0,USA
1890,edu,9294.0,USA
1891,edu,9294.0,USA
1892,edu,9299.0,USA
1893,edu,9310.0,USA
1894,edu,9320.0,USA
1895,edu,9327.0,USA
1896,edu,9328.0,USA
1897,edu,9358.0,USA
1898,edu,9359.0,USA
1899,edu,9361.0,USA
1900,edu,9367.0,USA
1901,edu,9367.0,USA
1902,edu,9368.0,USA
1903,edu,9383.0,USA
1904,edu,9400.0,USA
1905,edu,9402.0,USA
1906,edu,9404.0,USA
1907,edu,9407.0,USA
1908,edu,9413.0,USA
1909,edu,9420.0,USA
1910,edu,9427.0,USA
1911,edu,9427.0,USA
1912,edu,9435.0,USA
1913,edu,9438.0,USA
1914,edu,9476.0,USA
1915,edu,9476.0,USA
1916,edu,9487.0,USA
1917,edu,9511.0,USA
1918,edu,9511.0,USA
1919,edu,9521.0,USA
1920,edu,9548.0,USA
1921,edu,9550.0,USA
1922,edu,9561.0,USA
1923,edu,9587.0,USA
1924,edu,9591.0,USA
1925,edu,9592.0,USA
1926,edu,9592.0,USA
1927,edu,9596.0,USA
1928,edu,9596.0,USA
1929,edu,9599.0,USA
1930,edu,9599.0,USA
1931,edu,9653.0,USA
1932,edu,9653.0,USA
1933,edu,9656.0,USA
1934,edu,9664.0,USA
1935,edu,9665.0,USA
1936,edu,9666.0,USA
1937,edu,9666.0,USA
1938,edu,9666.0,USA
1939,edu,9666.0,USA
1940,edu,9668.0,USA
1941,edu,9675.0,USA
1942,edu,9676.0,USA
1943,edu,9704.0,USA
1944,edu,9709.0,USA
1945,edu,9752.0,USA
1946,edu,9752.0,USA
1947,edu,9767.0,USA
1948,edu,9767.0,USA
1949,edu,9815.0,USA
1950,edu,9815.0,USA
1951,edu,9815.0,USA
1952,edu,9830.0,USA
1953,edu,9837.0,USA
1954,edu,9861.0,USA
1955,edu,9873.0,USA
1956,edu,9873.0,USA
1957,edu,9873.0,USA
1958,edu,9873.0,USA
1959,edu,9884.0,USA
1960,edu,9891.0,USA
1961,edu,9897.0,USA
1962,edu,9911.0,USA
1963,edu,9915.0,USA
1964,edu,9915.0,USA
1965,edu,9915.0,USA
1966,edu,9920.0,USA
1967,edu,9933.0,USA
1968,edu,9933.0,USA
1969,edu,9965.0,USA
1970,edu,9965.0,USA
1971,edu,9975.0,USA
1972,edu,9975.0,USA
1973,edu,9979.0,USA
1974,edu,9979.0,USA
1975,edu,9985.0,USA
1976,edu,9985.0,USA
1977,edu,9997.0,USA
1978,edu,10013.0,USA
1979,edu,10014.0,USA
1980,edu,10046.0,USA
1981,edu,10046.0,USA
1982,edu,10063.0,USA
1983,edu,10065.0,USA
1984,edu,10074.0,USA
1985,edu,10074.0,USA
1986,edu,10079.0,USA
1987,edu,10079.0,USA
1988,edu,10082.0,USA
1989,edu,10082.0,USA
1990,edu,10082.0,USA
1991,edu,10115.0,USA
1992,edu,10117.0,USA
1993,edu,10117.0,USA
1994,edu,10117.0,USA
1995,edu,10118.0,USA
1996,edu,10118.0,USA
1997,edu,10118.0,USA
1998,edu,10119.0,USA
1999,edu,10123.0,USA
2000,edu,10123.0,USA
2001,edu,10123.0,USA
2002,edu,10126.0,USA
2003,edu,10135.0,USA
2004,edu,10135.0,USA
2005,edu,10135.0,USA
2006,edu,10136.0,USA
2007,edu,10139.0,USA
2008,edu,10139.0,USA
2009,edu,10140.0,USA
2010,edu,10140.0,USA
2011,edu,10140.0,USA
2012,edu,10141.0,USA
2013,edu,10152.0,USA
2014,edu,10152.0,USA
2015,edu,10154.0,USA
2016,edu,10158.0,USA
2017,edu,10185.0,USA
2018,edu,10188.0,USA
2019,edu,10188.0,USA
2020,edu,10188.0,USA
2021,edu,10188.0,USA
2022,edu,10190.0,USA
2023,edu,10190.0,USA
2024,edu,10190.0,USA
2025,edu,10190.0,USA
2026,edu,10199.0,USA
2027,edu,10199.0,USA
2028,edu,10199.0,USA
2029,edu,10199.0,USA
2030,edu,10199.0,USA
2031,edu,10199.0,USA
2032,edu,10199.0,USA
2033,edu,10200.0,USA
2034,edu,10216.0,USA
2035,edu,10216.0,USA
2036,edu,10217.0,USA
2037,edu,10224.0,USA
2038,edu,10224.0,USA
2039,edu,10235.0,USA
2040,edu,10258.0,USA
2041,edu,10310.0,USA
2042,edu,10310.0,USA
2043,edu,10320.0,USA
2044,edu,10359.0,USA
2045,edu,10385.0,USA
2046,edu,10385.0,USA
2047,edu,10385.0,USA
2048,edu,10447.0,USA
2049,edu,10502.0,USA
2050,edu,10509.0,USA
2051,edu,10512.0,USA
2052,edu,10517.0,USA
2053,edu,10517.0,USA
2054,edu,10526.0,USA
2055,edu,10528.0,USA
2056,edu,10528.0,USA
2057,edu,10531.0,USA
2058,edu,10540.0,USA
2059,edu,10546.0,USA
2060,edu,10583.0,USA
2061,edu,10585.0,USA
2062,edu,10589.0,USA
2063,edu,10642.0,USA
2064,edu,10648.0,USA
2065,edu,10648.0,USA
2066,edu,10650.0,USA
2067,edu,10650.0,USA
2068,edu,10650.0,USA
2069,edu,10657.0,USA
2070,edu,10662.0,USA
2071,edu,10662.0,USA
2072,edu,10662.0,USA
2073,edu,10662.0,USA
2074,edu,10669.0,USA
2075,edu,10672.0,USA
2076,edu,10672.0,USA
2077,edu,10673.0,USA
2078,edu,10673.0,USA
2079,edu,10681.0,USA
2080,edu,10681.0,USA
2081,edu,10692.0,USA
2082,edu,10710.0,USA
2083,edu,10710.0,USA
2084,edu,10710.0,USA
2085,edu,10710.0,USA
2086,edu,10714.0,USA
2087,edu,10720.0,USA
2088,edu,10722.0,USA
2089,edu,10762.0,USA
2090,edu,10762.0,USA
2091,edu,10762.0,USA
2092,edu,10762.0,USA
2093,edu,10792.0,USA
2094,edu,10792.0,USA
2095,edu,10792.0,USA
2096,edu,10798.0,USA
2097,edu,10798.0,USA
2098,edu,10804.0,USA
2099,edu,10861.0,USA
2100,edu,10866.0,USA
2101,edu,10866.0,USA
2102,edu,10866.0,USA
2103,edu,10868.0,USA
2104,edu,10870.0,USA
2105,edu,10874.0,USA
2106,edu,10878.0,USA
2107,edu,10902.0,USA
2108,edu,10902.0,USA
2109,edu,10902.0,USA
2110,edu,10902.0,USA
2111,edu,10902.0,USA
2112,edu,10904.0,USA
2113,edu,10908.0,USA
2114,edu,10909.0,USA
2115,edu,10934.0,USA
2116,edu,10935.0,USA
2117,edu,10935.0,USA
2118,edu,10953.0,USA
2119,edu,10955.0,USA
2120,edu,10968.0,USA
2121,edu,10968.0,USA
2122,edu,10968.0,USA
2123,edu,10969.0,USA
2124,edu,10993.0,USA
2125,edu,11021.0,USA
2126,edu,11023.0,USA
